2026-02-22 23:41:41,ping,1.1.1.1,5,Success
2026-02-22 23:41:52,nslookup,georgebrown.ca,Not found,Failed
2026-02-22 23:42:10,ipconfig,all,F0-2F-74-DD-E0-A0 / 192.168.2.10,Captured
